token sentstart
als 11714
er 11718
der 11721
Sandmann 11725
sein 11734
könne 11739
, 11745
aber 11747
der 11752
Sandmann 11756
war 11765
mir 11769
nicht 11773
mehr 11779
jener 11784
Popanz 11790
aus 11797
dem 11801
Ammenmärchen 11805
, 11818
der 11820
dem 11824
Eulennest 11828
im 11838
Halbmonde 11841
Kinderaugen 11851
zur 11863
Atzung 11867
holt 11874
� 11879
� 11881
nein 11883
! 11887
� 11889
� 11891
ein 11893
häßlicher 11897
gespenstischer 11909
Unhold 11924
, 11930
der 11932
überall 11936
, 11944
wo 11946
er 11949
einschreitet 11952
, 11964
Jammer 11966
� 11973
� 11975
Not 11977
� 11981
� 11983
zeitliches 11985
, 11995
ewiges 11997
Verderben 12004
bringt 12014
. 12020

 12021
Ich 12022
war 12026
festgezaubert 12030
. 12043
Auf 12045
die 12049
Gefahr 12053
, 12059
entdeckt 12061
und 12070
, 12073
wie 12075
ich 12079
deutlich 12083
dachte 12092
, 12098
hart 12100
gestraft 12105
zu 12114
werden 12117
, 12123
blieb 12125
ich 12131
stehen 12135
, 12141
den 12143
Kopf 12147
lauschend 12152
durch 12162
die 12168
Gardine 12172
hervorgestreckt 12180
. 12195
Mein 12197
Vater 12202
empfing 12208
den 12216
Coppelius 12220

  12229
feierlich 12231
. 12240
„Auf 12242
! 12248
� 12250
� 12252
zum 12254
Werk“ 12258
, 12265
rief 12267
dieser 12272
mit 12279
heiserer 12283
, 12291
schnarrender 12293
Stimme 12306
und 12313
warf 12317
den 12322
Rock 12326
ab 12331
. 12333
Der 12335
Vater 12339
zog 12345
still 12349
und 12355
finster 12359
seinen 12367
Schlafrock 12374
aus 12385
, 12388
und 12390
beide 12394
kleideten 12400
sich 12410
in 12415
lange 12418
schwarze 12424
Kittel 12433
. 12439
Wo 12441
sie 12444
die 12448
hernahmen 12452
, 12461
hatte 12463
ich 12469
übersehen 12473
. 12483
Der 12485
Vater 12489
öffnete 12495
die 12504
Flügeltür 12508
eines 12520
Wandschranks 12526
; 12538
aber 12540
ich 12545
sah 12549
, 12552
daß 12554
das 12559
, 12562
was 12564
ich 12568
so 12572
lange 12575
dafür 12581
gehalten 12588
, 12596
kein 12598
Wandschrank 12603
, 12614
sondern 12616
vielmehr 12624
eine 12633
schwarze 12638
Höhlung 12647
war 12656
, 12659
in 12661
der 12664
ein 12668
kleiner 12672
Herd 12680
stand 12685
. 12690
Coppelius 12692

  12701
trat 12703
hinzu 12708
, 12713
und 12715
eine 12719
blaue 12724
Flamme 12730
knisterte 12737
auf 12747
dem 12751
Herde 12755
empor 12761
. 12766
Allerlei 12768
seltsames 12777
Geräte 12787
stand 12795
umher 12801
. 12806
Ach 12808
Gott 12812
! 12816
� 12818
� 12820
wie 12822
sich 12826
nun 12831
mein 12835
alter 12840
Vater 12846
zum 12852
Feuer 12856
herabbückte 12862
, 12874
da 12876
sah 12879
er 12883
ganz 12886
anders 12891
aus 12898
. 12901
Ein 12903
gräßlicher 12907
krampfhafter 12920
Schmerz 12933
schien 12941
seine 12948
sanften 12954
ehrlichen 12962
Züge 12972
zum 12978
häßlichen 12982
widerwärtigen 12994
Teufelsbilde 13009
verzogen 13022
zu 13031
haben 13034
. 13039
Er 13041
sah 13044
dem 13048
Coppelius 13052
ähnlich 13062
. 13070
Dieser 13072
schwang 13079
die 13087
glutrote 13091
Zange 13100
und 13106
holte 13110
damit 13116
hellblinkende 13122
Massen 13136
aus 13143
dem 13147
dicken 13151
Qualm 13158
, 13163
die 13165
er 13169
dann 13172
emsig 13177
hämmerte 13183
. 13192
Mir 13194
war 13198
es 13202
, 13204
als 13206
würden 13210
Menschengesichter 13218
ringsumher 13236
sichtbar 13247
, 13255
aber 13257
ohne 13262
Augen 13267
� 13273
� 13275
scheußliche 13277
, 13289
tiefe 13291
schwarze 13297
Höhlen 13306
statt 13314
ihrer 13320
. 13325
„Augen 13327
her 13336
, 13339
Augen 13341
her 13347
! 13350
“ 13351
rief 13355
Coppelius 13360

  13369
mit 13371
dumpfer 13375
dröhnender 13383
Stimme 13395
. 13401
Ich 13403
kreischte 13407
auf 13417
, 13420
von 13422
wildem 13426
Entsetzen 13433
gewaltig 13443
erfaßt 13452
, 13459
und 13461
stürzte 13465
aus 13474
meinem 13478
Versteck 13485
heraus 13494
auf 13501
den 13505
Boden 13509
. 13514
Da 13516
ergriff 13519
mich 13527
Coppelius 13532

 13541
. 13542
„Kleine 13544
Bestie 13554
! 13560
� 13562
� 13564
kleine 13566
Bestie 13573
! 13579
“ 13580
meckerte 13584
er 13593
zähnfletschend 13596
� 13612
� 13614
riß 13616
mich 13621
auf 13626
und 13630
warf 13634
mich 13639
auf 13644
den 13648
Herd 13652
, 13656
daß 13658
die 13663
Flamme 13667
mein 13674
Haar 13679
zu 13684
sengen 13687
begann 13694
: 13700
„Nun 13702
haben 13709
wir 13715
Augen 13719
� 13725
� 13727
Augen 13729
� 13735
� 13737
ein 13739
schön 13743
Paar 13750
Kinderaugen.“ 13755
So 13771
flüsterte 13774
Coppelius 13785

 13794
, 13795
und 13797
griff 13801
mit 13807
den 13811
Fäusten 13815
glutrote 13824
Körner 13833
aus 13841
der 13845
Flamme 13849
, 13855
die 13857
er 13861
mir 13864
in 13868
die 13871
Augen 13875
streuen 13881
wollte 13889
. 13895
Da 13897
hob 13900
mein 13904
Vater 13909
flehend 13915
die 13923
Hände 13927
empor 13934
und 13940
rief 13944
: 13948
„Meister 13950
! 13960
Meister 13962
! 13969
laß 13971
meinem 13976
Nathanael 13983

  13992
die 13994
Augen 13998
� 14004
� 14006
laß 14008
sie 14013
ihm 14017
! 14020
“ 14021
Coppelius 14025

  14034
lachte 14036
gellend 14043
auf 14051
und 14055
rief 14059
: 14063
„Mag 14065
denn 14072
der 14077
Junge 14081
die 14087
Augen 14091
behalten 14097
und 14106
sein 14110
Pensum 14115
flennen 14122
in 14130
der 14133
Welt 14137
; 14141
aber 14143
nun 14148
wollen 14152
wir 14159
doch 14163
den 14168
Mechanismus 14172
der 14184
Hände 14188
und 14195
der 14199
Füße 14203
recht 14210
observieren.“ 14216
Und 14232
damit 14236
faßte 14242
er 14249
mich 14252
gewaltig 14257
, 14265
daß 14267
die 14272
Gelenke 14276
knackten 14284
, 14292
und 14294
schrob 14298
mir 14305
die 14309
Hände 14313
ab 14320
und 14323
die 14327
Füße 14331
und 14338
setzte 14342
sie 14349
bald 14353
hier 14358
, 14362
bald 14364
dort 14369
wieder 14374
ein 14381
. 14384
„� 14386
� 14391
s 14392
steht 14394
doch 14400
überall 14405
nicht 14414
recht 14420
! 14425
� 14427
� 14429
s 14430
gut 14432
so 14436
wie 14439
es 14443
war 14446
! 14449
� 14451
� 14453
Der 14455
Alte 14459
hat� 14464
� 14469
s 14470
verstanden 14472
! 14482
“ 14483
So 14487
zischte 14490
und 14498
lispelte 14502
Coppelius 14511

 14520
; 14521
aber 14523
alles 14528
um 14534
mich 14537
her 14542
wurde 14546
schwarz 14552
und 14560
finster 14564
, 14571
ein 14573
jäher 14577
Krampf 14584
durchzuckte 14591
Nerv 14603
und 14608
Gebein 14612
� 14619
� 14621
ich 14623
fühlte 14627
nichts 14635
mehr 14642
. 14646
Ein 14648
sanfter 14652
warmer 14660
Hauch 14667
glitt 14673
über 14679
mein 14685
Gesicht 14690
, 14697
ich 14699
erwachte 14703
wie 14712
aus 14716
dem 14720
Todesschlaf 14724
, 14735
die 14737
Mutter 14741
hatte 14748
sich 14754
über 14759
mich 14765
hingebeugt 14770
. 14780
„Ist 14782
der 14789
Sandmann 14793
noch 14802
da 14807
? 14809
“ 14810
stammelte 14814
ich 14824
. 14827
„Nein 14829
, 14836
mein 14838
liebes 14843
Kind 14850
, 14854
der 14856
ist 14860
lange 14864
, 14869
lange 14871
fort 14877
, 14881
der 14883
tut 14887
dir 14891
keinen 14895
Schaden 14902
! 14909
“ 14910
� 14914
� 14916
So 14918
sprach 14921
die 14928
Mutter 14932
und 14939
küßte 14943
und 14951
herzte 14955
den 14962
wiedergewonnenen 14966
Liebling 14983
. 14991

 14993
Was 14994
soll 14998
ich 15003
Dich 15007
ermüden 15012
, 15020
mein 15022
herzlieber 15027
Lothar 15038

 15044
! 15045
was 15047
soll 15051
ich 15056
so 15060
weitläufig 15063
einzelnes 15075
hererzählen 15085
, 15097
da 15099
noch 15102
so 15107
vieles 15110
zu 15117
sagen 15120
übrig 15126
bleibt 15133
? 15139
Genug 15141
! 15146
� 15148
� 15150
ich 15152
war 15156
bei 15160
der 15164
Lauscherei 15168
entdeckt 15179
und 15188
von 15192
Coppelius 15196

  15205
gemißhandelt 15207
worden 15221
. 15227
Angst 15229
und 15235
Schrecken 15239
hatten 15249
mir 15256
ein 15260
hitziges 15264
Fieber 15273
zugezogen 15280
, 15289
an 15291
dem 15294
ich 15298
mehrere 15302
Wochen 15310
krank 15317
lag 15323
. 15326
„Ist 15328
der 15335
Sandmann 15339
noch 15348
da 15353
? 15355
“ 15356
� 15360
� 15362
Das 15364
war 15368
mein 15372
erstes 15377
gesundes 15384
Wort 15393
und 15398
das 15402
Zeichen 15406
meiner 15414
Genesung 15421
, 15429
meiner 15431
Rettung 15438
. 15445
� 15447
� 15449
Nur 15451
noch 15455
den 15460
schrecklichsten 15464
Moment 15480
meiner 15487
Jugendjahre 15494
darf 15506
ich 15511
Dir 15515
erzählen 15519
; 15528
dann 15530
wirst 15535
Du 15541
überzeugt 15544
sein 15555
, 15559
daß 15561
es 15566
nicht 15569
meiner 15575
Augen 15582
Blödigkeit 15588
ist 15600
, 15603
wenn 15605
mir 15610
nun 15614
alles 15618
farblos 15624
erscheint 15632
, 15641
sondern 15643
, 15650
daß 15652
ein 15657
dunkles 15661
Verhängnis 15669
wirklich 15681
einen 15690
trüben 15696
Wolkenschleier 15704
über 15719
mein 15725
Leben 15730
gehängt 15736
hat 15745
, 15748
den 15750
ich 15754
vielleicht 15758
nur 15769
sterbend 15773
zerreiße 15782
. 15791

 15793
Coppelius 15794

  15803
ließ 15805
sich 15811
nicht 15816
mehr 15822
sehen 15827
, 15832
es 15834
hieß 15837
, 15842
er 15844
habe 15847
die 15852
Stadt 15856
verlassen 15862
. 15871

 15873
Ein 15874
Jahr 15878
mochte 15883
vergangen 15890
sein 15900
, 15904
als 15906
wir 15910
der 15914
alten 15918
unveränderten 15924
Sitte 15939
gemäß 15945
abends 15953
an 15960
dem 15963
runden 15967
Tische 15974
saßen 15981
. 15987
Der 15989
Vater 15993
war 15999
sehr 16003
heiter 16008
und 16015
erzählte 16019
viel 16029
Ergötzliches 16034
von 16048
den 16052
Reisen 16056
, 16062
die 16064
er 16068
in 16071
seiner 16074
Jugend 16081
gemacht 16088
. 16095
Da 16097
hörten 16100
wir 16108
, 16111
als 16113
es 16117
neune 16120
schlug 16126
, 16132
plötzlich 16134
die 16145
Haustür 16149
in 16158
den 16161
Angeln 16165
knarren 16172
, 16179
und 16181
langsame 16185
eisenschwere 16194
Schritte 16207
dröhnten 16216
durch 16226
den 16232
Hausflur 16236
die 16245
Treppe 16249
herauf 16256
. 16262
„Das 16264
ist 16271
Coppelius 16275

 16284
“ 16285
, 16288
sagte 16290
meine 16296
Mutter 16302
erblassend 16309
. 16319
„Ja 16321
! 16326
� 16328
� 16330
es 16332
ist 16335
Coppelius 16339

 16348
“ 16349
, 16352
wiederholte 16354
der 16366
Vater 16370
mit 16376
matter 16380
gebrochener 16387
Stimme 16399
. 16405
Die 16407
Tränen 16411
stürzten 16419
der 16429
Mutter 16433
aus 16440
den 16444
Augen 16448
. 16453
„Aber 16455
Vater 16463
, 16468
Vater 16470
! 16475
“ 16476
rief 16480
sie 16485
, 16488
„muß 16490
es 16498
denn 16501
so 16506
sein 16509
? 16513
“ 16514
� 16518
� 16520
„Zum 16522
letzten 16529
Male 16537
! 16541
“ 16542
erwiderte 16546
dieser 16556
, 16562
„zum 16564
letzten 16571
Male 16579
kommt 16584
er 16590
zu 16593
mir 16596
, 16599
ich 16601
verspreche 16605
es 16616
dir 16619
. 16622
Geh 16624
nur 16628
, 16631
geh 16633
mit 16637
den 16641
Kindern 16645
! 16652
� 16654
� 16656
Geht 16658
� 16663
� 16665
geht 16667
zu 16672
Bette 16675
! 16680
Gute 16682
Nacht 16687
! 16692
“ 16693

 16697
Mir 16698
war 16702
es 16706
, 16708
als 16710
sei 16714
ich 16718
in 16722
schweren 16725
kalten 16734
Stein 16741
eingepreßt 16747
� 16759
� 16761
mein 16763
Atem 16768
stockte 16773
! 16780
� 16782
� 16784
Die 16786
Mutter 16790
ergriff 16797
mich 16805
beim 16810
Arm 16815
, 16818
als 16820
ich 16824
unbeweglich 16828
stehenblieb 16840
: 16851
„Komm 16853

 16860
, 16861
Nathanael 16863

 16872
, 16873
komme 16875
nur 16881
! 16884
“ 16885
� 16889
� 16891
Ich 16893
ließ 16897
mich 16903
fortführen 16908
, 16919
ich 16921
trat 16925
in 16930
meine 16933
Kammer 16939
. 16945
„Sei 16947
ruhig 16954
, 16959
sei 16961
ruhig 16965
, 16970
lege 16972
dich 16977
ins 16982
Bette 16986
! 16991
� 16993
� 16995
schlafe 16997
� 17005
� 17007
schlafe“ 17009
, 17019
rief 17021
mir 17026
die 17030
Mutter 17034
nach 17041
; 17045
aber 17047
von 17052
unbeschreiblicher 17056
innerer 17074
Angst 17082
und 17088
Unruhe 17092
gequält 17099
, 17107
konnte 17109
ich 17116
kein 17120
Auge 17125
zutun 17130
. 17135
Der 17137
verhaßte 17141
abscheuliche 17151
Coppelius 17164

  17173
stand 17175
vor 17181
mir 17185
mit 17189
funkelnden 17193
Augen 17204
und 17210
lachte 17214
mich 17221
hämisch 17226
an 17235
, 17237
vergebens 17239
trachtete 17249
ich 17259
sein 17263
Bild 17268
loszuwerden 17273
. 17284
Es 17286
mochte 17289
wohl 17296
schon 17301
Mitternacht 17307
sein 17319
, 17323
als 17325
ein 17329
entsetzlicher 17333
Schlag 17347
geschah 17354
, 17361
wie 17363
wenn 17367
ein 17372
Geschütz 17376
losgefeuert 17386
würde 17398
. 17404
Das 17406
ganze 17410
Haus 17416
erdröhnte 17421
, 17431
es 17433
rasselte 17436
und 17445
rauschte 17449
bei 17458
meiner 17462
Türe 17469
vorüber 17475
, 17483
die 17485
Haustüre 17489
wurde 17499
klirrend 17505
zugeworfen 17514
. 17524
„Das 17526
ist 17533
Coppelius 17537
! 17546
“ 17547
rief 17551
ich 17556
entsetzt 17560
und 17569
sprang 17573
aus 17580
dem 17584
Bette 17588
. 17593
Da 17595
kreischte 17598
es 17608
auf 17611
in 17615
schneidendem 17618
trostlosen 17631
Jammer 17642
, 17648
fort 17650
stürzte 17655
ich 17664
nach 17668
des 17673
Vaters 17677
Zimmer 17684
, 17690
die 17692
Türe 17696
stand 17702
offen 17708
, 17713
erstickender 17715
Dampf 17728
quoll 17734
mir 17740
entgegen 17744
, 17752
das 17754
Dienstmädchen 17758
schrie 17773
: 17779
„Ach 17781
, 17787
der 17789
Herr 17793
! 17797
� 17799
� 17801
der 17803
Herr 17807
! 17811
“ 17812
� 17816
� 17818
Vor 17820
dem 17824
dampfenden 17828
Herde 17839
auf 17845
dem 17849
Boden 17853
lag 17859
mein 17863
Vater 17868
tot 17874
mit 17878
schwarzverbranntem 17882
, 17900
gräßlich 17902
verzerrtem 17913
Gesicht 17924
, 17931
um 17933
ihn 17936
herum 17940
heulten 17946
und 17954
winselten 17958
die 17968
Schwestern 17972
� 17983
� 17985
die 17987
Mutter 17991
ohnmächtig 17998
daneben 18010
! 18017
� 18019
� 18021
„Coppelius 18023
, 18035
verruchter 18037
Satan 18048
, 18053
du 18055
hast 18058
den 18063
Vater 18067
erschlagen 18073
! 18083
“ 18084
� 18088
� 18090
So 18092
schrie 18095
ich 18102
auf 18106
; 18109
mir 18111
vergingen 18115
die 18125
Sinne 18129
. 18134
Als 18136
man 18140
zwei 18144
Tage 18149
darauf 18154
meinen 18161
Vater 18168
in 18174
den 18177
Sarg 18181
legte 18186
, 18191
waren 18193
seine 18199
Gesichtszüge 18205
wieder 18219
mild 18226
und 18231
sanft 18235
geworden 18241
, 18249
wie 18251
sie 18255
im 18259
Leben 18262
waren 18268
. 18273
Tröstend 18275
ging 18285
es 18290
in 18293
meiner 18296
Seele 18303
auf 18309
, 18312
daß 18314
sein 18319
Bund 18324
mit 18329
dem 18333
teuflischen 18337
Coppelius 18349
ihn 18359
nicht 18363
ins 18369
ewige 18373
Verderben 18379
gestürzt 18389
haben 18399
könne 18405
. 18411
Die 18413
Explosion 18417
hatte 18427
die 18433
Nachbarn 18437
geweckt 18446
, 18453
der 18455
Vorfall 18459
wurde 18467
ruchtbar 18473
und 18482
kam 18486
vor 18490
die 18494
Obrigkeit 18498
, 18507
welche 18509
den 18516
Coppelius 18520
zur 18530
Verantwortung 18534
vorfordern 18548
wollte 18559
. 18565
Der 18567
war 18571
aber 18575
spurlos 18580
vom 18588
Orte 18592
verschwunden 18597
. 18609

 18611
Wenn 18612
ich 18617
Dir 18621
nun 18625
sage 18629
, 18633
mein 18635
herzlieber 18640
Freund 18651
! 18657
daß 18659
jener 18664
Wetterglashändler 18670
ebender 18689
verruchte 18697
Coppelius 18707
war 18717
, 18720
so 18722
wirst 18725
Du 18731
mir 18734
es 18738
nicht 18741
verargen 18747
, 18755
daß 18757
ich 18762
die 18766
feindliche 18770
Erscheinung 18781
als 18793
schweres 18797
Unheil 18806
bringend 18813
deute 18822
. 18827
Er 18829
war 18832
anders 18836
gekleidet 18843
, 18852
aber 18854
Coppelius� 18859
� 18870
Figur 18872
und 18878
Gesichtszüge 18882
sind 18896
zu 18901
tief 18904
in 18909
mein 18912
Innerstes 18917
eingeprägt 18927
, 18938
als 18940
daß 18944
hier 18949
ein 18954
Irrtum 18958
möglich 18965
sein 18974
sollte 18979
. 18985
Zudem 18987
hat 18993
Coppelius 18997
nicht 19007
einmal 19013
seinen 19020
Namen 19027
geändert 19033
. 19042
Er 19044
gibt 19047
sich 19052
hier 19057
, 19061
wie 19063
ich 19067
höre 19071
, 19076
für 19078
einen 19083
piemontesischen 19089
Mechanikus 19105
aus 19116
und 19120
nennt 19124
sich 19130
Giuseppe 19135
Coppola 19144
. 19151

 19153
Ich 19154
bin 19158
entschlossen 19162
, 19174
es 19176
mit 19179
ihm 19183
aufzunehmen 19187
und 19199
des 19203
Vaters 19207
Tod 19214
zu 19218
rächen 19221
, 19228
mag 19230
es 19234
denn 19237
nun 19242
gehen 19246
, 19251
wie 19253
es 19257
will 19260
. 19264

 19266
Der 19267
Mutter 19271
erzähle 19278
nichts 19287
von 19294
dem 19298
Erscheinen 19302
des 19313
gräßlichen 19317
Unholds 19330
� 19338
� 19340
grüße 19342
meine 19350
liebe 19356
holde 19362
Klara 19368

 19373
, 19374
ich 19376
schreibe 19380
ihr 19389
in 19393
ruhigerer 19396
Gemütsstimmung 19406
. 19421
Leb 19423
wohl 19427
etc. 19432
etc. 19437


 19442
Klara 19444
an 19450
Nathanael 19453
Wahr 19463
ist 19468
es 19472
, 19474
daß 19476
Du 19481
recht 19484
lange 19490
mir 19496
nicht 19500
geschrieben 19506
hast 19518
, 19522
aber 19524
dennoch 19529
glaube 19537
ich 19544
, 19547
daß 19549
Du 19554
mich 19557
in 19562
Sinn 19565
und 19570
Gedanken 19574
trägst 19583
. 19590
Denn 19592
meiner 19597
gedachtest 19604
Du 19615
wohl 19618
recht 19623
lebhaft 19629
, 19636
als 19638
Du 19642
Deinen 19645
letzten 19652
Brief 19660
an 19666
Bruder 19669
Lothar 19676

 19682
absenden 19683
wolltest 19692
und 19701
die 19705
Aufschrift 19709
, 19719
statt 19721
an 19727
ihn 19730
, 19733
an 19735
mich 19738
richtetest 19743
. 19753
Freudig 19755
erbrach 19763
ich 19771
den 19775
Brief 19779
und 19785
wurde 19789
den 19795
Irrtum 19799
erst 19806
bei 19811
den 19815
Worten 19819
inne 19826
: 19830
„Ach 19832
, 19838
mein 19840
herzlieber 19845
Lothar 19856
! 19862
“ 19863
� 19867
� 19869
Nun 19871
hätte 19875
ich 19882
nicht 19886
weiterlesen 19892
, 19903
sondern 19905
den 19913
Brief 19917
dem 19923
